textid	Language	text	target
3490	en	"What the hell happened to me
I've become such a mess
I'm a walking disaster
On a road full of stress
You got all that you wanted
You got the good part of me
And I'm getting kind of dizzy
From this crazy disease
So get me a doctor
I need a repair
I'm pushing my limits
And pulling out my hair
And it's all because of you
I just run into walls and trip over my shoes
I get up, I fall down, every time you come around
I'm not cool
It's all because of you
It's all because of you
You've got me spinning like a record
That's already worn out
And I'm kicking and I'm screaming
And repeating myself
I gotta hold myself together and not fall apart
If it's gonna be forever tell me where do I start
So send me a signal
Up in the air
You're pushing my buttons
I'm pulling out my hair
And it's all because of you
I just run into walls and trip over my shoes
I get up, I fall down, every time you come around
I'm not cool
It's all because of you
I can't help it
Can't stop it
I know it's all your fault
But I like it and you love me
Yeah yeah yeah
It's all because of you
I just run into walls and trip over my shoes
I get up, I fall down, every time you come around
I'm not cool
It's all because and it's all because of you
I just run into walls and trip over my shoes
I get up, I fall down, every time you come around
I'm not cool
It's all because of you
It's all because of you"	Pop
1994	en	"Yeah.
Oh yeah, come on.
Now, let me take you babe, down to the river bed
Well, I got to tell you something
That'll go right through your head
I got a line on you babe
[I got a line on you babe]
Yeah, I got a line on you
[I got a line on you babe]
Come on.
Now, put your arms around me, every little bit of your love
Oh, you know what to do, I'll make love to you
You got the right stuff, and I do too
I got a line on you babe
[I got a line on you babe]
Yeah, I got a line on you
[I got a line on you babe]
Yeah!
Got my eye on you babe, on your velvet skin
I wanna put my hands were they've never been
Get real hot in the midnight steam
Soaking in the rain of my favorite dream
Your lips are red, the moon is blue
I only ask you once what you want to do
Gonna touch you babe 'til the night is through
Look out honey, got a line on you
Oh yeah.
Oh, now the winter's almost over,
The summer she's coming on strong.
Oh I could love you, love you, love you, love you all year long
I got a line on you babe
[I got a line on you babe]
Yeah, I got a line on you
[I got a line on you babe]
Ah yeah!
I got a line on you babe
[I got a line on you babe]
Yeah, I got a line on you
Yeah, yeah, yeah!
I got a line on you babe
[I got a line on you babe]
I got a line on you
I got a line on you babe."	Rock
2824	en	"You used to get it in your fishnets
Now you only get it in your night dress
Discarded all the naughty nights for niceness
Landed in a very common crisis
Everything's in order in a black hole
Nothing seems as pretty as the past though
That Bloody Mary's lacking a Tabasco
Remember when you used to be a rascal?
Oh that boy's a slag
The best you ever had
The best you ever had
Is just a memory and those dreams
Not as daft as they seem
Not as daft as they seem
My love when you dream them up...
Flicking through a little book of sex tips
Remember when the boys were all electric?
Now when she tells she's gonna get it
I'm guessing that she'd rather just forget it
Clinging to not getting sentimental
Said she wasn't going but she went still
Likes her gentlemen not to be gentle
Was it a Mecca Dobber or a betting pencil?
Oh that boy's a slag
The best you ever had
The best you ever had
Is just a memory and those dreams
Weren't as daft as they seem
Not as daft as they seem
My love when you dream them up
Oh Flo, where did you go?
Where did you go?
Where did you go? Woah.
Falling about
You took a left off Last Laugh Lane
You just sounded it out
You're not coming back again.
Falling about
You took a left off Last Laugh Lane
You just sounded it out
You're not coming back again.
You used to get it in your fishnets
Now you only get it in your night dress
Started all the naughty nights with niceness
Landed in a very common crisis
Everything's in order in a black hole
Everything was pretty in the past though
That Bloody Mary's lacking in tabasco
Remember when you used to be a rascal?"	Rock
9191	en	"Merry Christmas, baby, you really did treat me nice
Merry Christmas, baby, you really did treat me nice
Bought me a hi-fi for Christmas, now IæŠ¦ living in paradise
Well, IæŠ¦ feelin?mighty fine, I got good music on my radio
Well, I feel so fine, I got good music on my radio
Yes, I wanna hug and kiss you baby
While youæŠ®e standing beneath the mistletoe.
Santa came down the chimney, 'bout a half past three
Left all these pretty presents that you see before me
Merry Christmas baby, you really been good to me.
I will always love you baby
Now IæŠ¦ happy as I can be.."	Rock
1342	en	"No haven now as I watch it pour from everywhere.
Just like the storm that has come out of thin air.
Gentle caresses, just as paper thin -frail
and only- lack the strength to hold.
What I if could go to sleep for days,
would you count the hours,
or would your restlessness consume fading memories of me?
Fall into open arms that offer their protection.
Quick to deny that their open to deceit.
Long to believe that support will never cease.
Bitter and lonely, those they've left before.
What if I could go to sleep for days,
would you count the hours,
or would your restlessness consume fading memories of me?
The vibrant heart so quickly growing old,
the warmest eyes so quickly growing cold.
Just a glance for they don't care to see what becomes of me.
The vibrant heart so quickly growing old,
the warmest eyes so quickly growing cold.
Just a glance for they don't care to see what becomes of me
What becomes of me
What becomes of me

What if I could go to sleep for days,
would you count the hours,
or would your restlessness consume
What if could go to sleep for days,
would you count the hours,
or would your restlessness consume fading memories of me?"	Pop
8512	en	"were where you
wen i needed to hold your hand
i was slipping
deeper and deeper through the quicksand
Now im alone in the middle of no were
looking for a place to go
its pitch black and im trying to see you
but nothing seems to be visible
your cigirate
burned a hole in my space
As my swet rolled off my face
for once see it from my eyes
from my eyes
I thought i knew you
turns out i was wrong
polution
from your mouth to everyone
Now im alone in the middle of no were
looking for a place to go
its pitch black and im trying to see you
but nothing seems to be visible
your cigirate
burned a hole in my space
As my swet rolled off my face
for once see it from my eyes
from my eyes"	Rock
1619	en	"Madness
I've been most unwilling to see this turmoil of mine
The thought of sitting with this has me paralyzed
With this prolonged exposure to near and averted eyes
I think that I've been waiting
such mileage for empathizing
Now I see the madness in me
its brought out in the presence of you
now I know the madness lives on, when you're not in
the room
though I would love to blame you for all I wish these
moments of our platoon
You simply brought this madness to light and I should
thank you
Oh thank you, much thanks for this birds eye view
Oh thank you, for your most generous triggers
Its been all too easy to cross my arms and roll my
eyes
the thought of dropping all arms leaves me terrified
Now I see the madness in me
its brought out in the presence of you
now I know the madness lives on, when you're not in
the room
though I would love to blame you for all I wish these
moments of our platoon
You simply brought this madness to light and I should
thank you
Oh thank you, much thanks for this birds eye view
Oh thank you, for your most generous triggers
I've had to give up knowing and give up and being
right
You win, inverted hero, you angle in the sky
Now I see the madness in me
its brought out in the presence of you
now I know the madness lives on, when you're not in
the room
though I would love to blame you for all I wish these
moments of our platoon
You simply brought this madness to light and I should
thank you
Oh thank you, much thanks for this birds eye view
Oh thank you, for your most generous triggers (ooh)"	Rock
5287	en	"Well people look and people stare
Well I don't think that I even care
You work your life away and what do they give?
You're only killing yourself to live
Killing Yourself To Live!
Killing Yourself To Live!
Just take a look around you, what do you see?
Pain, suffering, and misery
It's not the way the world was planned
It's a pity you don't understand
Killing Yourself To Live!
Killing Yourself To Live!
I'm telling you!
Believe in me!
Nobody else will tell you
Open your eyes!
And see the lies!
Oh yeah!
Smoke it!
Get high!
You think that I'm crazy
And baby I know that it's true
Before that you know it
I think that you'll go crazy too
I don't know if I'm up or down
Whether black is white or blue is brown
The colors in my life are all different somehow
Little boy blue is a big girl now
Suddenly it's me who's strange
But you've never had to make the change
Never give your trust away
You'll end up paying 'till your dying day"	Rock
2060	en	"I used to be such a sweet, sweet thing
'Til they got a hold of me.
I opened doors for little old ladies,
I helped the blind to see.
I got no friends 'cause they read the papers.
They can't be seen with me and I'm gettin' real shot down
And I'm feeling mean.
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
They say he's sick, he's obscene.
I got no friends 'cause they read the papers.
They can't be seen with me and I'm gettin' real shot down
And I'm feeling mean.
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
They say he's sick, he's obscene.
My dog bit me on the leg today.
My cat clawed my eyes.
Ma's been thrown out of the social circle,
And dad has to hide.
I went to church incognito.
When everybody rose, the Reverend Smith,
He recognized me,
And punched me in the nose.
He say
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
He say you're sick, you're obscene."	Rock
9855	en	"She was more like a beauty queen from a movie scene
I said I don't mind, but what do you mean I am the one
Gonna dance on the floor in the round
She told me her name was Billie Jean,
as she caused a scene
Then every head turned with eyes that dreamed
of being the one
Gonna dance on the floor in the round
People always told me be careful of what you do
And don't go around breaking young girls' hearts
And mother always told me be careful of who you love
And be careful of what you do
'cause the lie becomes the truth
Billie Jean is not my lover
She's just a girl who thinks that I am the one
But the kid is not my son
For forty days and forty nights
The law was on her side
But who can stand when she's in demand
Her schemes and plans
Gonna dance on the floor in the round
So take my strong advice,
And remember to always think twice
(Don't think twice)
People always told me be careful of what you do
And don't go around breaking young girls' hearts
And mother always told me be careful of who you love
And be careful of what you do
'cause the lie becomes the truth
Billie Jean is not my lover
She's just a girl who thinks that I am the one
But the kid is not my son
Billie Jean is not my lover
She's just a girl who thinks that I am the one
But the kid is not my son"	Pop
2219	en	"It's been a long day at the bottom of the hill
She died of a broken heart
She told me I was livin' in the past
Drinkin' from a broken glass
I'm alone (I never want to be alone)
Now I (Now I turn to face the cold)
I'm alone (I never want to be alone)
Now I (Now I turn to travel home)
I walked down the other end today
Just to catch those last few rays
I held out my hand and slowly waved goodbye
I turned now, my eyes up to the sky
I'm alone (I never want to be alone)
Now I (Now I turn to face the cold)
I'm alone (I never want to be alone)
Now I (Now I turn to travel home)
She'll come back to me
She'll come back to me
All alone in this misery
She'll come back to me
I held out my hands into the light and I watched it die
I know that I was part to play
My time, my time to die
And never want to spend my life alone
I'm alone (I never want to be alone)
Now I (Now I turn to face the cold)
I'm alone (I never want to be alone)
Now I (Now I turn to travel home)"	Rock
6038	en	"Food processors are great!
It's six o'clock on the dot and I'm half way home
I feel foul mouthed as I stand
And wait for the underground
And a nervous disposition doesn't agree with this
I need something to remind me that there's something else
You need a holiday, somewhere in the sun
With all the people who are waiting,
There never seems to be one
Say something, say something else
Say something, say something else
Advertisements are here for rapid persuasion
If you stare too long you lose your appetite
A nervous disposition doesn't agree with this
You need fast relief
From aches and stomach pains
You need a holiday, somewhere in the sun
With all the people who are waiting,
There never seems to be one
Say something, say something else
Say something, say something else
You can have our holidays, yes ladies and gentlemen,
For one day only, a special offer
You need a holiday, somewhere in the sun
With all the people who are waiting,
There never seems to be one
Say something, say something else
Go on!
Say something, say something else
Say something, say something else
Say something, say something else"	Rock
260	en	"My name is volatile
I’ve been this way a long while
I’d surely like to rest
But the energy gets the best of me
It’s been a wild ride
I wouldn’t change a minute
I can’t slow down inside
Guess that’s why I live it
Watch it now!
The years of mischief
Followed by weeks of thrift
I land on earth’s hard face
No legs could keep this pace
And through the rest I sift
Is there ever a time?
When the state of sleeping willingly leaves my mind
Highly frustrated wanna feel elated
Come monday morn you fell checkmated
You can be uncool and become the rule
Exceptions were made to drown
I’m not used to it, you’d think I’d be by now
The ins the outs the ups and the downs
I wanna make a mess
I wanna blow off stress
I wanna stoke the fire
Just creatures for a while
It comes and goes and comes and goes
Sometimes I go a little crazy
Sometimes I go a little crazy just like you I do
I know what you we’re gonna say
But were afraid to cause dismay
You’re lyrics switched around
The mixture watered down
And now a pointless display
It’s something one won’t understand
Unless there in it with me hand and hand
Don’t buy the fear don’t buy that my dear
The things you love you must keep near and
Carry on and you won’t feel withdrawn
Even if you’re coming down
Sometimes it’s wearable sometimes is bearable
I careen towards balance til’ the glass is full
I wanna make a mess
I wanna blow off stress
I wanna stoke the fire
Just creatures for a while
It comes and goes and comes and goes
Sometimes
Sometimes I get a little out there
Sometimes I go off
Sometimes just like you
Watch it now!
Sometimes I go a little crazy
Sometimes I go a little crazy just like you I do
Sometimes I go a little crazy
Sometimes I go a little crazy just like you I do."	Rock
9271	en	"I don't believe in miracles
I never did
Nothing ever happens here
So sick of it
I-I-I told you
I-I-I need to
Get, get myself
Into something new
I long for somethin' mystical
Hysterical, dark and tantric sexual
(Chorus)
I'm not gonna live forever
Said - I'm not gonna live forever
Better make it now or never
E-ever, e-ever
I'm not gonna live forever
Said - I'm not gonna live forever
Gotta make it now or never
Forever or never
I don't believe in fairytales
Too cynical
Everybody stop and stare
I let it go
I-I-I told you
I-I-I need to
Stick, stick, stick out I
Just can't be like you
Send myself to outer space
A better place
Gotta win the human race
(Chorus)
I'm not gonna live forever
Said - I'm not gonna live forever
Better make it now or never
E-ever, e-ever
I'm not gonna live forever
Said - I'm not gonna live forever
Gotta make it now or never
Forever or never"	Rock
3744	en	"Turn On The Light
I had a friend who kept a candle in his pocket,
he used to touch it when the wind was blowing high,
I guess it made him feel like he could buck the system
and when it flickered out we laid him down to die,
turn on the light,
turn on a million blinding brilliant white incendiary lights,
a beacon in the night,
I'll burn relentlessly until my juice runs dry
I'll construct a rack of tempered beams and trusses
and equip it with a million tiny suns,
I'll install upon the roof of my compartment
and place tinfoil on my floor and on my walls,
then I'll turn on the light.....
and I'll burn like a roman fucking candle,
like a chasm in the night,
for a miniscule duration,
ecstatic immolation,
incorrigible delight"	Pop
2026	en	"Jesus, I am overjoyed to meet you face to face.
You've been getting quite a name all around the place.
Healing cripples, raising from the dead.
And now I understand you're God,
At least, that's what you've said.
So, you are the Christ, you're the great Jesus Christ.
Prove to me that you're divine; change my water into wine.
That's all you need do, then I'll know it's all true.
Come on, King of the Jews.
Jesus, you just won't believe the hit you've made around here.
You are all we talk about, the wonder of the year.
Oh what a pity if it's all a lie.
Still, I'm sure that you can rock the cynics if you tried.
So, you are the Christ, you're the great Jesus Christ.
Prove to me that you're no fool; walk across my swimming pool.
If you do that for me, then I'll let you go free.
Come on, King of the Jews.
I only ask what I'd ask any superstar.
What is it that you have got that puts you where you are.
I am waiting, yes I'm a captive fan.
I'm dying to be shown that you are not just any man.
So, if you are the Christ, yes the great Jesus Christ
Feed my household with this bread.
You can do it on your head.
Or has something gone wrong
Jesus, why do you take so long?
Oh come on, King of the Jews.
Hey! Aren't you scared of me Christ?
Mr
Wonderful Christ?
You're a joke
You're not the Lord.
You are nothing but a fraud.
Take him away.
He's got nothing to say!
Get out you King of the,
Get out King of the,
Oh get out you King of the Jews!
Get out of here!
Get out of here you,
Get out of my life."	Rock
6988	en	"No apologies (no apologies)
We will not back down (no apologies)
We are not afraid (no apologies)
Not a drop of doubt
Let's start this from the happy ending
Just another white trash train track kid
Fightin' for survival
Tryin' not to do like his daddy did
Double down the devil at three, caught morning
No apology, he just knew when to quit
Push your luck, say your prayers
Make believe you don't care
Take a chance, sometimes it's all you need
No apologies
No apologies (no apologies)
We will not back down (no apologies)
We are not afraid (no apologies)
Not a drop of doubt (no apologies)
Hand in hand across this land
Our voices shouting out
No apologies
No apologies
You wanna start a personal revolution
I think you're livin' somebody else's life
You can lie about retribution
But there ain't no fire in your lover's eyes
Seems like everybody's sellin' their dreams 'round here
But no one's buyin' and it's closing time
Light the fuse, make your breaks
There's no time left to waste
Baby, just like freedom, nothing's free
No apologies
No apologies (no apologies)
We will not back down (no apologies)
We are not afraid (no apologies)
Not a drop of doubt (no apologies)
Hand in hand across this land
Our voices shouting out
No apologies
You wanna start a personal revolution
What else you gotta do tonight?
No apologies
No apologies (no apologies)
We will not back down (no apologies)
We are not afraid (no apologies)
Not a drop of doubt (no apologies)
Hand in hand across this land
Our voices shouting out
No apologies (no apologies)
No apologies
(no apologies)
No apologies
Hand in hand across this land
Our voices shouting out
No apologies"	Rock
4234	en	"I can't stand it, I know you planned it
I'm a' set straight, this watergate
I can't stand rocking when I'm in here
'Cause your crystal ball ain't so crystal clear
So while you sit back and wonder why
I got this fucking thorn in my side
Oh my god, it's a mirage
I'm tellin' y'all it's sabotage
So listen up 'cause you can't say nothin'
You'll shut me down with a push of your button
But I'm out and I'm gone
I'll tell you now I keep it on and on
'Cause what you see you might not get
And we can bet so don't you get souped yet
You're scheming on a thing that's a mirage
I'm trying to tell you now it's sabotage
Why
Our backs are now against the wall
Listen all of y'all it's a sabotage (x4)
I can't stand it, I know you planned it
I'm a' set straight this watergate
I can't stand rockin' when I'm in this place
Because I feel disgraced because you're all in my face
But make no mistakes and switch up my channel
I'm buddy rich when I fly off the handle
What could it be, it's a mirage
You're scheming on a thing, that's sabotage"	Rock
1917	en	"I'm a clone
I know it and I'm fine
I'm one and more are on the way
I'm two, doctor
Three's on the line
He'll take incubation another day
I'm all alone, so are we all
We're all clones
All are one and one are all
All are one and one are all
We destroyed the government
We're destroying time
No more problems on the way
I'm through doctor
We don't need your kind
The other ones
Ugly ones
Stupid boys
Wrong ones
I'm all alone, so are we all
We're all clones
All are one and one are all
All are one and one are all
Six is having problems
Adjusting to his clone status
Have to put him on a shelf
All day long we hear him crying so loud
I just wanna be myself
I just wanna be myself
I just wanna be myself
Be myself
Be myself
I'm all alone, so are we all
We destroyed the government
We're destroying time
No more problems on the way
I'm through doctor
We don't need your kind
The other ones
Ugly ones
Stupid boys
Wrong ones
I'm all alone, so are we all
We're all clones
All are one and one are all
All are one and one are all
I'm all alone, so are we all
We're all clones
All are one and one are all
All are one and one are all."	Rock
1828	en	"Blessed smoke bellows from the beast!
Bow to the gears and worship the machine!
Is it so?
This can’t be happening..
Why can’t they see?
Seas of children are bound, gagged, and led into the flames…
Blind are leading the blind into a disaster
I’m the only one who seems to care…
If you decide to worship the chaos..
I will not wait and watch as you burn…
All must kneel before the alter, the veiled will be exalted
We are the flock!
They do not hear a work I say
In the God’s harbor all shall rest, become part of the master
We are divine!
I can not save them all!
Blind are leaving the blind into a disaster
I’m the only one who seems to care…
If you decide to worship the chaos..
I will not wait and watch as you burn…
Should we go? They all seem so content
We should go and become part of him
I need you to trust me now
Don’t move, I’ll figure this out
Forget what anyone said
Just take my hand or we’ll both be dead
Blind are leading the blind into a disaster
I’m the only one who seems to care..
If you decide to worship the chaos..
I will not wait and watch as you burn..
They’ll never be able to see that they grave this captivity..
@death_slytherin"	Metal
6233	en	"One by one, they followed the sun,
One by one, until there were none.
Two by two, to their lovers they flew,
Two by two, into the foggy dew.
Three by three, they danced on the sea,
Four by four, they danced on the shore,
Five by five, they tried to survive,
Six by six, they were playing with tricks.
Bridge #1:
How many paths did they try and fail?
How many of their brothers and sisters lingered in jail?
How much poison did they inhale?
How many black cats crossed their trail?
Seven by seven, they headed for heaven,
Eight by eight, they got to the gate,
Nine by nine, they drank the wine,
Ten by ten, they drank again.
Bridge #2:
How many tomorrow's have are they given away?
How many compared to yesterday?
How many more without any reward?
How many more can they afford?
Two by two, they stepped into the ark,
Two by two, they step in the dark.
Three by three, they're turning the key,
Four by four, they turn it some more,
One by one, they follow the sun,
Two by two, to another rendezvous.."	Rock
9238	en	"

It was a group in automation getting together two by two
Where people live and love one another, people who live like me and you
Then on the beach in warm Miami there was a teacher far from school
Taught him the way to please a woman, made him concede the Golden Rule
He learned to do it unto others as he used to just have them do
So they began to come together as I will try to do with you
And there was one who was a virgin, never been touched by anyone
She was as pure as any angel, in fact she's called to be a nun
But it was all because my buddy just couldn't spoil a girl so true
And so he left her as he found her, like I may have to do with you
The girl he's got now, he's never left her, she was the first I thought he'd shun
Until I saw my buddy's eyes, when she came forth and bore his son
Since then he's known no other woman, I think his ramblin' days are through
They built a home up in the country, a life I'd love to build with you
Although you've never known my buddy and I am sure he don't know you
But you know the life he's living and all of the changes he's been through
Sweetheart, I'm talking about my buddy 'cause I don't want to wind up blue
I could be happy with you only 'cause I see all of them in you
Shortcut to part of Chuck Berry Lyrics
Chuck Berry - After It's Over Lyrics
Chuck Berry - Aimlessly Drifting Lyrics
Chuck Berry - Ain't That Just Like A Woman Lyrics
Chuck Berry - Almost Grown Lyrics
Chuck Berry - Anthony Boy Lyrics
Chuck Berry - Around And Around Lyrics
Chuck Berry - Away from You Lyrics
Chuck Berry - Back In The USA Lyrics
Chuck Berry - Back To Memphis Lyrics
Chuck Berry - Beautiful Delilah Lyrics
Chuck Berry - Berry Pickin' Lyrics
Chuck Berry - Betty Jean Lyrics
Chuck Berry - Bio Lyrics
Chuck Berry - Blues for Hawaiians Lyrics
Chuck Berry - Bonsoir Ché–žie Lyrics
Chuck Berry - Bordeaux In My Pirough Lyrics
Chuck Berry - Bound To Lose Lyrics
Chuck Berry - Brenda Lee Lyrics
Chuck Berry - Broken Arrow Lyrics
Chuck Berry - Brown Eyed Handsome Man Lyrics
Chuck Berry - Butterscotch Lyrics
Chuck Berry - Bye Bye Johnny Lyrics
Chuck Berry - California Lyrics
Chuck Berry - Carol Lyrics
Chuck Berry - Check Me Out Lyrics
Chuck Berry - Childhood Sweetheart Lyrics
Chuck Berry - Club Nitty Gritty Lyrics
Chuck Berry - Come On Lyrics
Chuck Berry - Confessin' The Blues Lyrics
Chuck Berry - Crazy Arms Lyrics
Chuck Berry - C.C
Rider Lyrics
Chuck Berry - Dear Dad Lyrics
Chuck Berry - Deep Feeling Lyrics
Chuck Berry - Diploma for Two Lyrics
Chuck Berry - Do You Love Me Lyrics
Chuck Berry - Don't You Lie to Me Lyrics
Chuck Berry - Down The Road A Piece Lyrics
Chuck Berry - Downbound Train Lyrics
Chuck Berry - Drifting Blues Lyrics
Chuck Berry - Drifting Heart Lyrics
Chuck Berry - Every Day I Have the Blues Lyrics
Chuck Berry - Every Day We Rock'n'Roll Lyrics
Chuck Berry - Feelin' It Lyrics
Chuck Berry - Fillmore Blues Lyrics
Chuck Berry - Fish And Chips Lyrics
Chuck Berry - Flying Home Lyrics
Chuck Berry - Go Bobby Soxer Lyrics
Chuck Berry - Go Go Go Lyrics
Chuck Berry - Good Looking Woman Lyrics
Chuck Berry - Got It And Gone Lyrics
Chuck Berry - Havana Moon Lyrics
Chuck Berry - Have Mercy Judge Lyrics
Chuck Berry - Hello Little Girl Goodbye Lyrics
Chuck Berry - Hey Pedro Lyrics
Chuck Berry - His Daughter Caroline Lyrics
Chuck Berry - Hoochie Coochie Man Lyrics
Chuck Berry - House Lights Lyrics
Chuck Berry - How You've Changed Lyrics
Chuck Berry - I'm A Rocker Lyrics
Chuck Berry - I'm Just A Lucky So And So Lyrics
Full Chuck Berry Lyrics...
."	Rock
6283	en	"Blue moon, you saw me standing alone
Without a dream in my heart, without a love of my own.
Blue moon, you knew just what I was there for
You heard me saying a prayet for someone I really could care for.
And suddenly there appeared before me the only one my arms could ever hold
I heard someone whisper, ""Please, adore me""
And when I looked my moon had turned to gold.
Blue moon, now I'm no longer alone
Without a dream in my heart, without a love of my own
Without a love of my own.."	Rock
4208	en	"Time to face the people, take a gamble with your pride
Time for living, so take today or, take your turn to hide
It's out of my hands, out of my hands tonight
Time to smash the mirror, turn the temple upside down
It's out of my hands, out of my hands tonight
Turn your eyes to me, sing it like you talk so loud
Playing to the gallery, when you know
It's time to face the crowd
Sold communication, words don't matter, it's in the eyes
It's only living, don't lose yourself now in your disguise
It's out of your hands, out of your hands tonight
Turn your eyes to me, sing it like you talk so loud
Playing to the gallery, when you know
It's time to face the crowd
Face the crowd, face the crowd, face the crowd
Turn your eyes to me, let me see how real you are
You'll never understand, I'll stand up for every scar
Turn your eyes to me, sing it like you talk so loud
Playing to the gallery, when you know
It's time to face the crowd
Time to face the crowd, time to face the crowd
Time to face the crowd, time to face the crowd"	Pop
224	en	"I'll be here a while, ain't going nowhere
I'll be here a while, ain't going nowhere
I'll be here a while, ain't going nowhere
I'll be here a while
Far is solace in the maddening pace
sad state written on my face
not a tight rope walk but dance
uncertain game of chance
but I'll see it through in time
I'll be here a while, ain't going nowhere
I'll be here a while, ain't going nowhere
I'll be here a while, ain't going nowhere
I'll be here a while
And if a person place or thing can deliver
I will quiver with delight
tempted by the hand that could
blind my vision and sight
but at twenty years of age
in frolic and in rage
I will see it through in time
I'll be here a while, ain't going nowhere
I'll be here a while, ain't going nowhere
I'll be here a while, ain't going nowhere
I'll be here a while
But the dawn has come into the endless night
and everything's going to be alright
but at thirty years of age
through frolic and in rage
all regressed and healed in time
I'll be here a while, ain't going nowhere
Said I, said I, said I, I will survive."	Rock
8915	en	"When I drove into that parking lot
For the first time peepers round was on the dot
By the stink of that cop, ain't got a lot
Well we were lookin' for a place to play
We high-tailed over to one-eyed Jack
With a cheap guitar strung over my back
Well I looked pretty nervous, I canâ€™t turn back
This guy was everything the driver said, yeah
Well we were all right
We're gonna rock and roll tonight
Hey knock, don't lean on the record machine
Or mess around with the big red light
Well it was all right
We gotta rock and roll tonight
And Bun E's on the ground
Goin' round and round
'Cause his baby's cut her jeans too tight
Well lazy Jack, doesn't move too well
Play it back real loud, a real rebel yell
Buy a rock and roll record and make it sell
Iâ€™m gonna make it to the top today
Now I got pulled in some big demand
And they all keep telling me be a one-man band
Unless I get big stuff and a real cool band
And boy you gotta hear me play, yeah
Well we were all right
We're gonna rock and roll tonight
Hey knock, don't lean on the record machine
Or mess around with the big red light
Well it was all right
We gotta rock and roll tonight
And Bun E's on the ground
Goin' round and round
'Cause his baby's cut her jeans too tight
Well they heard some sounds in the songs we wrote
Welcome back by paying you note for note
Been a long time playin' that rock and roll
Not a thing's gonna touch me now
Gonna rock your town if anybody could
Drive a big limousine down to Hollywood
Even bought a nice home in your neighborhood
But we have to keep the curtains drawn
Yeah, yeah, yeah
Well we were all right
We're gonna rock and roll tonight
Hey knock, don't lean on the record machine
Or mess around with the big red light
Well it was all right
We gotta rock and roll tonight
And Bun E's on the ground
Goin' round and round
'Cause his baby's got her jeans too tight
We were all right
We're gonna rock and roll tonight, rock and roll tonight
And Bun E's on the ground
Goin' round and round
'Cause his baby's cut her jeans too tight."	Rock
6469	en	"Once upon a time you dressed so fine
Threw the bums a dime in your prime,
didn't you?
People call say:
'beware doll, you're bound to fall'
You thought they were all
kidding you
You used to laugh about
Everybody that was hanging out
Now you don't talk so loud
Now you don't seem so proud
About having to be scrounging your next meal
How does it feel,
how does it feel?
To be without a home,
Like a complete unknown,
like a rolling stone
Ahh you've gone to the finest schools,
alright Miss Lonely
But you know you only used to
get juiced in it
Nobody's ever taught you how to
live out on the street
And now you're gonna have to get used to it
You say you never compromise
With the mystery tramp,
but now you realize
He's not selling any alibis
As you stare into the vacuum of his eyes
And say 'do you want to make a deal?'
How does it feel,
how does it feel?
To be on your own,
with no direction home
A complete unknown,
like a rolling stone
Ah you never turned around to see
the frowns on the jugglers and the clowns
when they all did tricks for you
You never understood that it ain't no good
You shouldn't let other people
get your kicks for you
You used to ride on a chrome horse
with your diplomat
Who carried on his shoulder a Siamese cat
Ain't it hard when you discovered that
He really wasn't where it's at
After he took from you
everything he could steal
How does it feel,
how does it feel?
To have on your own,
with no direction home
Like a complete unknown,
like a rolling stone
Ahh princess on a steeple
and all the pretty people
They're all drinking,
thinking that they've got it made
Exchanging all precious gifts
But you better take your diamond ring,
you better pawn it babe
You used to be so amused
At Napoleon in rags
and the language that he used
Go to him, he calls you,
you can't refuse
When you ain't got nothing,
you got nothing to lose
You're invisible now,
you've got no secrets to conceal
How does it feel,
ah how does it feel?
To be on your own,
with no direction home
Like a complete unknown,
like a rolling stone"	Rock
9318	en	"I got no bags and bags to slow me down
Well, I'm traveling so fast my feet ain't touching the ground
Traveling light_Traveling light_
Well, I just can't wait to be with my baby tonight
No comb and no tooth brush
I got nothing to haul
I'm carrying only
a pocketful of dreams a heart full of love
and they weigh nothing at all
Soon, I'm gonna see that love look in her eyes
I'm a hoot and a holler away from paradise
Traveling light
Traveling light
Well, I just can't wait to be with my baby tonight"	Rock
