textid	text	label
216	Se eu fosse um passarinho queria voar no espaço E sentar devagarinho nas voltinhas dos seus braços Pra gozar dos seus carinhos e aliviar a dor que eu passo Queria te dar um beijinho e depois um forte abraço Tu partiu e me deixou numa negra ansiedade Sofrendo tanta amargura e chorando de saudade Meu coração não resiste pra dizer mesmo a verdade Para mim já não existe a tal de	Folk
217	Depois da curva da estrada Tem um pé de araçá Sinto vir água nos olhos Toda vez que passo lá Sinto o coração flechado Cercado de solidão Penso que deve ser doce A Fruta do coração Vou	Folk
218	Ana Bonita, meu coração é seu Pode crer Não tenha medo não, da ilusão A vida nos juntou por querer Sina esta fez renascer Fica aflita não, meu amor Tenha esta emoção seu valor Se toda lição fosse igual Valeria então aprender Ana Bonita, procure entender Quem eu sou Isso é bem pra lá da razão Força da paixão transformou Sentimento em canção Nem o tempo fez esquecer Nem	Folk
219	Já vai e vem o verão E eu como se fosse de praxe Faço logo uma canção Pra que a gente relaxe Toda estação é boa Desde que a gente assim ache Eu fiz uma canção que voa É quase uma pintura à guache Não tenham medo de dizer que voces também ouvem os sinos Sinos esses	Folk
220	Dezembro vai, Janeiro vem O tempo passa veloz como um trem No rádio a noticia, um amigo se foi Atrás dos mistérios que sempre buscou Mais uma pra estrada, mais um fim de show Ao som das guitarras do bom rock n' roll O tempo trás suas lições E as grava em nossos corações Contando a história	Folk
221	Beira mar, beira mar novo Foi só eu é que cantei Ô beira mar, adeus dona Adeus riacho de areia. Eu não moro mais aqui Nem aqui quero morar Ô beira mar, adeus dona Adeus riacho de areia Moro na casca da lima No caroço do juá Ô beira mar, adeus dona Adeus riacho de areia Arriscando minha vida Numa canoa furada Ô beira mar, adeus	Folk
222	Seu bicho preguiça Descança no galho Se agarra no pau Barriga pra cima Cabeça pra baixo É fera no topo É um animal Deixa lá, Deixa lá, Deixa lá Tatu bicho doido Pensa que é xarango E começa a	Folk
223	A Ele foi levando boi, um dia ele se foi no rastro da boiada D A poeira é como o tempo, um véu, uma bandeira, tropa viajada A Foram indo lentamente, calmos e serenos, lenta caminhada D E sumiram lá na curva, na curva da vida, na curva da estrada E7 E depois dali pra frete, não se tem notícias, não se sabe nada A G Nada que dissesse algo D A/E De boi, de boiada, de peão de estrada C G/G Disse um viajante, história mal contada Bb D/A C Ninguém viu, nem rastro, nem homem, nem nada A Isso foi há muito tempo, tempo em que a tropa ainda viajava D Com seus fados e pelegos no rangeu do arreio ao romper da aurora A Tempos de estrelas cadentes, fogueiras ardentes, ao som da viola D Dias e meses fluindo,	Folk
224	Vai boieiro, rio abaixo Vai levando gado e gente O sal grosso e a semente Eh, porto de Corumbá Um amor, toda beleza	Folk
225	Ê, Brasil, poeira Estradas de chão, violas, bandeiras Terra de Tom, Tonico e Tião, E Nossa Senhora, a Padroeira Ê, paixão, primeira E os sertões, nação das estrelas Se o dia é luz, e a noite seduz O coração, abre as porteiras Quando o galo cantar nos quintais do brasil E o sol clarear nosso chão	Folk
226	INSTRUMENTAL Encosta sua cabecinha, no meu ombro e chora, E conta logo suas mágoas todas para mim. Quem chora no meu ombro eu juro, que não vai embora, Que não vai embora, que não vai embora. Quem chora no meu ombro eu juro, que não vai embora, Que não vai embora, porque gosta de mim. Amor, eu quero o seu carinho, Porque, eu vivo tão sozinho. Não sei se a saudade fica ou se ela vai embora, Se ela vai	Folk
227	"Cabelo loiro vai lá em casa passear Vai vai cabelo loiro Vai ""cabá"" de me matar [2x refrão] Quem diz que bala mata, bala não mata ninguém A bala que mais me mata é o desprezo do meu bem (Refrão) Casa de pobre é ranchinho, casa"	Folk
228	Cai sereno cai Na rama da mandioquinha Cai sereno cai Na rama da mandioquinha Eu joguei água de cheiro, oi No colo da moreninha Eu joguei água de cheiro, oi No colo da moreninha Morena, morena Bonitinha como a flor do manacá Eu quero dormir, ajeita morena O colo pra mim deitá Cai sereno cai Na rama da mandioquinha Cai sereno cai Na rama da mandioquinha Eu joguei água de cheiro, oi No colo da moreninha Eu joguei água de cheiro, oi No colo da moreninha Tem pena, tem pena Vim de longe, me cansei de viajá Ajeita morena, ajeita morena O colo pra mim deitá Cai sereno cai Na rama da mandioquinha Cai sereno cai Na rama da mandioquinha Eu joguei água de cheiro, oi No colo da	Folk
229	Amanhã, bem de manhã Vou sair caminhando ao léu Só vou seguir na direção de uma estrela que eu vi no céu Pra que fingir que não devo ir Caminhos me levem aonde quiserem Se meus pés disserem que sim Vejo alguém seguindo além Eu aceno com meu chapéu Pois tanto faz donde ele vem Pode ser algum menestrel Que vai e vem Sempre sem ninguém Caminhos te levem aonde puderem Se teus pés quiserem assim	Folk
230	Canoa foi rio acima Canoa não volta mais Foi só um sonho bonito E a vida não volta atrás Na hora de ir embora Eu chorei, você chorou Canoa foi rio acima Foi levando o nosso amor Levou o som da viola E foi indo embora E nunca voltou Só não levou	Folk
231	Canta Viola Que eu canto contigo Meu coração é um Eterno bandido Não deixe que o vento Te sopre ao perigo Um homem passou por mim Em busca de seu reinado Levava o cabelo ao	Folk
232	É madrugada e eu na beira da estrada A lua cheia minguava e de repente apareceu um cavaleiro de bota e chapéu de couro, Me lembrando o velho mouro E lá fiquemo ele mais eu. Cruzou os pés, apeou do seu cavalo, Deixou a rédia num talo de uma roseira sem flor Diz que seguia pelo mundo solitário e Quebrava todo galho apartando a dor Quem não ouviu falar, Quem não quis conhecer Aquele cavaleiro que vive pelas fronteiras Divulgando a reza brava do Capim de ribanceira Enquanto	Folk
233	Vem o vento e vai Passando pelas folhas Varre o céu e vê o Cavaleiro do Luar Eu criança No batente da porteira	Folk
234	Cavalo Preto Tonico e Tinoco Composição: Indisponível Tenho meu cavalo preto Com o nome de ventania Um laço de doze braça Do couro de uma novilha Tenho um cachorro bragato Que é pra minha companhia Sou um caboclo folgado Ah, eu não tenho familía Quando monto meu cavalo Eu viajo o dia inteiro Vou de um estado para outro Eu não tenho paradeiro Quem quiser ser meu patrão Que ofereça mais dinheiro Eu sou muito conhecido Por esse brasil inteiro	Folk
235	Tenho meu cavalo zaino Que na raia é corredor Já correu quinze carreira Todas quinze ele ganhou Eu sorto na quadra e meia Meu zaino vem no galope Chega três corpo de frente Nunca precisa chicote Oi, que cavalo bão... Oi, que cavalo bão... Tenho meu cavalo zaino Que na raia é corredor Já correu quinze carreira Todas quinze ele ganhou Quiseram comprar meu	Folk
236	Intro: D D La vai uma chalana A Bem longe se vai D Navegando no remanso A Do rio Paraguai G Oh! Chalana sem querer D Tu aumentas minha dor A Nessas águas tão serenas D Vai levando meu amor G Oh! Chalana sem querer D Tu aumentas minha dor A Nessas águas tão serenas D Vai levando meu amor E assim ela se foi A Nem de mim se despediu G	Folk
237	Am debulhar o trigo G C G F C F recolher cada bago do trigo C F C F G C D forjar do trigo o milagre do pão G C D e se fartar de pão Am decepar a cana G C G F C F recolher a garapa da cana C	Folk
238	D G D Nossa viagem não é ligeira, ninguém tem pressa de chegar G D A nossa estrada, é boiadeira, não interessa onde vai dar G D G D Onde a Comitiva Esperança, chega já começa a festança A D A D A D Através do Rio Negro, Nhecolândia e Paiaguá A D A D A D A Vai descendo o Piqueri, o São Lourenço e o Paraguai D G D Tá de passagem, abre a porteira, conforme for pra pernoitar A D Se a gente é boa, hospitaleira, a Comitiva vai tocar G D7 G Moda ligeira,	Folk
239	Montado a cavalo, cortando o estradão, Assim é a vida que leva um peão, Não tenho morada, não tenho rincão, E não tenho dona no meu coração. Montar burro bravo, é minha paixão, Não encontro macho que jogue eu no chão, Pra jogar um laço, também sou dos bons, Em qualquer rodeio eu sou campeão ! Ai, como é bom viver sozinho no mundo, Sem nada pensar, O Sol vem saindo, eu já vou partindo, E, quando anoitece, estou noutro lugar, O Sol vem saindo, eu já vou partindo, E, quando anoitece, estou noutro	Folk
240	Não quero andar sozinho por estas ruas Sei do perigo que nos rodeia pelos caminhos Não há sinal de sol, mas tudo me acalma No seu olhar Não quero ter mais sangue morto nas veias Quero o abrigo do teu abraço que me incendeia Não há sinal de cais, mas tudo me acalma No seu olhar Você parece comigo Nenhum senhor te acompanha Você também se dá um beijo, dá abrigo Flor nas janelas da casa	Folk
241	Cubanita me lembro bem Que foi paixão à primeira vista Voce era dentre todas A mais bonita Admita que quando voce me viu Sentiu coisa parecida Me olhou com aqueles olhos De bandida Fez amor como bailarina Me beijou me enlouqueceu Mas chorou feito uma menina Quando amanheceu Senhorita voce fugiu Daquela ilha socialista Algum barbudão te deu visto de turista Mas assim que chegou aqui Caiu na farra capitalista Andava de limusine com motorista Hermanita sabemos bem Foi tão bom quanto tinha	Folk
242	Cheguei na beira do porto onde as ondas se 'espaia' As 'garça' da meia-volta e senta na beira da praia E o cuitelinho não gosta, que o botão de rosa caia Ai quando eu vim da minha terra despedir da 'parentaia' Eu entrei no Mato Grosso bem em terras Paraguaias la tinha revolução, enfrentei forte 'bataia'	Folk
243	A cigana sorriu Com seus dentes de ouro Ao ler minha sorte Linhas na palma da mão Para sempre serão Meu passaporte Minha mãe me falou Sobre a cruz de Jesus Das chagas dos cortes E meu pai me entregou seu facão guarani E apontou para o norte E eu segui Quero viver Muito além das fronteiras Dos que só sabem ser Pedras de atiradeira Eu devia saber Que de certa maneira Não seremos jamais Mais que grãos de poeira No céu Era um d de destino Um e de esperança Ou de encruzilhada Era um n de nunca Ou quem sabe de nuvens E um dia ela passa Tantas vezes me vi Tendo que decidir entre o nada e o nada Mas quem leva a certeza No meio do peito Não teme a empreitada Que virá A seguir Quero viver Muito além	Folk
244	"(""conversa dos cumpadre"") No progresso do Brasír Com a vinda dos caminhão Num subiro mais a serra Os carrero do sertão Eu sei que muitos carrero Com bem dor no coração Deixaro de carreá Pra guiá o caminhão Os baruio dos motor Bem depressa foi crescendo Os carro foro parando E a cantiga foi morrendo Eu me alembro cum sôdade Do meu carro que cantava Puxado por oito boi De tanto me orguiava Sustentei por muitos ano A muié cum a"	Folk
245	A D A D É necessário, você preparar A D A Seu amor, arrumar sua cama D A A7 Acender sua chama D E A A7 Para me receber essa noite D E A A7 Para não pretender mais que sou D E A A7 D Para se proteger, disso tudo seu pavor E A Ninguém vai nos fazer mal A A7 D Quando você cai dentro E A Do meu coração A7 D É como se o sol e a lua E A Se esparramassem pelo chão…………..2x A D	Folk
246	O destino aqui me trouxe,cantar pra voces eu vou Eu só trouxe coisa boa, foi meu sertão quem mandou No Lugar que tem tristeza , eu vou levar alegria Vou levar sinceridade onde existe hipocrisia No lugar que tem mentira eu vou levar a verdade Vou levar amor sincero, onde existe falsidade Quando eu daqui sair...Voces vão sentir saudade A terra hoje balança Vou aguentar o balanço Quem espera sempre alcança Eu espero e não me canso Cantando a gente avança Para depois ter descanso Cheguei trazendo esperanças Cantando em tempo de avanço Vou soltar o inocente, não tem culpa	Folk
247	Emoção, Os rios falam pelas cachoeiras. E por paixão, Os peixes nadam contra a correnteza. Sim ou Não, As dúvidas protegem as certeza. Tudo é um rio refletindo a paisagem, Espelho d'água levando as imagens pro mar. Cada pessoa levando um destino, Cada destino levando um sonho E sonhar é a arte da vida Sonhar nas sombras de um jardim Nas noites de lua que não tem fim Estações, As flores falam pela primavera. Eu quero te dizer, meu grande amor, Amar é como abrir uma janela. Sol é Luz, E a luz é o que	Folk
248	Bota de couro surrada Cheiro de boi ou viola Sonhos guardados na mente Com lábios de doce melaço Pra todo canto que fosse Vivendo da cantoria Muito mais que dinheiro Buscava farra e forria Não quis ser o melhor Sossego trago de longe Não sou louco poeta Nem sou profeta ou monge Mas viajar, viajei Viajar, viajei Viajar, viajei Carro	Folk
249	Por causa de você viola, quem diz que me adora quer me abandonar Por ciúme vive a me dizer pra eu escolher com quem vou ficar Gosto dela e vou sofrer muito, mas este absurdo jamais eu aceito E prefiro chorar o adeus de quem me conheceu com a viola no peito Viola eu me lembro ainda ela estava tão linda naquela janela E você com seu ponteado tão apaixonado foi quem me deu ela Por isso não	Folk
250	Lua cheia e viola pontiada Eu comparo a rosa sem espinho Trago o vinho e vai Começar a ceia Suas teias da baba da aranha E assanha essa tal moça bonita Ai! No meu peito brota aflita A flor do amor Ai! A flor do amor Madrugada o orvalho vai caindo Rega o verde que forma minha vida Pico a ponta do seio da menina Me alucina o prazer	Folk
251	Repara a maneira dela andar Sandália de nuvens, balanço do mar Vem pelo caminho, parece voar Vento venta só pra te levar A lua passeia no morro do Vidigal Ela se penteia no rancho do seu quintal Espelho da vida ao fundo se vê Luzes do baixo esperando você Minha flor do Vidigal Vento leva, vento traz No balanço dos coqueiros Nas varandas e quintais Minha flor do Vidigal Vento	Folk
252	eu fui pra lá e não volt mais pra ca por que sou nobro eeee oooooo eu fui pra lá e não volt mais	Folk
253	Morena do meu apreço Desconheço o que é cansaço Feito nuvem de poeira apareço e me desfaço Atrás do seu endereço Que na carta veio errado E viro o mundo pelo avesso, Morena dos meus pecados Na fogueira do teu beijo Eu me queimo de bom grado Se foi tão bom no varejo Imagina no atacado, morena Que nem caneta em mão inspirada Vai deslizando igual queda d'água Açoitando o vento eu vou seguir	Folk
254	Há tanta coisa, tanta coisa pra aprender A por mais que se aprenda pouco se chega a saber E num momento de pura reflexão Percebo que nada existe além da lei da criação Por mais que eu leia e procure descobrir Por mais que eu creia e procure refletir É bem	Folk
255	Ana Raio e Zé Trovão diz a sabedoria Tudo o que acontece hoje aconteceu um dia Se esse mundo é o nosso pai o tempo é a magia Que nos mostra a direção sem medo nem poesia Viver é a nossa alegria, seguir é a nossa missão E tudo se resume estar aqui um dia Noutro dia não Ana Raio e Zé Trovão Ana Raio e Zé Trovão mulher e valentia Um conhece a direcão a outra a estrela guia Um caminha pela luz e a outra se alumia São as cores do	Folk
256	Acender a luz, iluminar Vem chegado a hora De tudo enfim se clarear Na lida dos dias meus Que só querem ver o vento E viajar Voar, voar no som Porque será que o pensamento Esse eterno viajante Nos carrega a todo instante? Sempre a	Folk
257	Quem chegou primeiro Veio do estrangeiro E os tupiniquins Receberam lindos presentes De pedras baratas, porém Vício bateu Índios ateus, desce então Tudo que se sonha E liberta as asas da imaginação É o que se pratica Nas ondas do tempo Nos astros e lendas Longe do chão Índios ou	Folk
258	Quem chegou primeiro Veio do estrangeiro E os tupiniquins Receberam lindos presentes De pedras baratas, porém Vício bateu Índios ateus, desce então Tudo que se sonha E liberta as asas da imaginação É o que se pratica Nas ondas do tempo Nos astros e lendas Longe do chão Índios ou	Folk
259	Bem-te-vi, bem-te-vi Andar por um jardim em flor Chamando os bichos de amor Tua boca pingava mel Bem te quis, bem te quis E ainda quero muito mais Maior que a imensidão da paz Bem maior	Folk
260	De onde é que vem esses olhos tão tristes? Vem da campina onde o sol se deita Do regalo de terra que teu dorso ajeita E dorme serena no sereno e sonha De onde é que salta essa voz tão risonha? Da chuva que teima mas o céu rejeita Do mato do medo da perda tristonha Mas que o sol resgata arde e deleita Há uma estrada de pedra que passa na fazenda É teu destino a tua senda onde nascem tuas canções As tempestades do tempo que marcam tua história Fogo que queima na memória e acende os corações Sim dos	Folk
261	Hoje viemos pra festejar Jesus Menino Não lamentamos, vamos dançar, beber o vinho Homens, mulheres que somos, comemoramos Foi pro seu aniversário que saímos, celebraremos Hoje viemos pra festejar Jesus Menino Então juntamos filhos e pais e tios e primos Desejos que não	Folk
262	Kikiô nasceu no centro Entre montanhas e o mar Kikiô viu tudo lindo Tudo índio por aqui Índia América deu filhos Foi Tupi, foi Guarani Kikiô morreu feliz Deixando a terra para os dois Guarani foi pro sul, Tupi pro norte E formaram suas tribos Cada um em seu lugar Vez em quando se	Folk
263	Agente sempre que conta historia Guardada no coração Coisas que não vão embora Ou sombras de uma recordação Algum lugar nas curvas da vida Onde o amor perdido ficou Palavras de uma voz tão	Folk
264	Quando você dorme longe de mim Parece que a noite não vai ter fim Sempre que meu sono demora a chegar Parece que o sol não quer mais raiar. Chega de tanto faz Deixa de vai, não vou Você não me liga mais Nem pra dizer alô Vai que você me liga um dia E eu digo que não to. Sou navegante querendo voltar Seja meu farol, minha estrela	Folk
265	Queimo nesta chama Neste imenso fogaréu Pesa em minhas costas Tanto medo e aflição Não, não me queima Olha as velas, Olha o fogo Olha o lobisomem Entre a luz, cruz e a lua cheia Lá vem a procissão Ladainhas, hóstias, véus e vils Neste grande porre, Cresce a reza	Folk
266	Mais um verão Já lá se vai a sumir Por entre os dedos Da minha mão E nada guardei Pra mim E a geração Que a tudo fez consumir Volta a temer professias De astros em conjunção Será que chegou o fim? Por moedas de ouro e prata Quanta gente ainda se mata, ai, ai Êta véio mundo louco Não quer mais	Folk
267	Nada é mais real Que aprender maneira simples de viver Tudo é tão normal Se a gente não se cansa nunca de aprender Sempre olhar como se fosse a primeira vez Se espantar como criança a perguntar porquês Vamos flutuar em um balão Que sobrevoa o amanhecer Vamos navegar Entre os navios	Folk
268	Meiga Senhorita Minha meiga senhorita, eu nunca pude lhe dizer Você jamais me perguntou de onde venho e pra onde vou De onde eu venho não importa pois já passou O que importa é saber pra onde vou Minha meiga senhorita o que eu tenho é quase nada Mas tenho o sol como amigo Traz o que é seu e vem morar comigo Uma palhoça num canto da serra será nosso abrigo Traz o que é seu e vem correndo vem morar comigo Aqui é pequeno mas dá pra	Folk
269	Quando ouço na chapada O tinir da canga e do carretão Sinto por dentro umas pontadas Que dor no coração É que esse canto em eras passadas Representava uma aliança Entre os cascos na poeira da estrada E meus sonhos de criança O canto da passarada Com o carro duetava O azul do céu com a terra Naquele instante se encontrava O orvalho da manhã Era cristal na luz do dia Até parecia o amor Ardente do zóio de Maria Ê tempo que foi Te guardo no coração Ê carro de boi Sumiste no estradão Ê tempo que foi Te guardo no coração Ê carro de boi Sumiste no estradão Hoje tenho as mãos calejadas Meu trabalho é duro e cruel Só me restou uma sorte marvada Boi de canga	Folk
270	Azul do céu brilhou E o mês de maio, enfim chegou Olhos vão se abrir, pra tanta cor É mês de maio, a vida tem seu resplendor A luz do sol entrou Pela janela, me convidou Pra tarde tão bela, e sem calor É mês de maio, saio e vou ver o sol se pôr Horizonte, de aquarela, que ninguém jamais pintou E um enxame, de estrelas, diz que o	Folk
271	No Mato Grosso Fui a Poconé, Sinop, Cuiabá, Barra do Garças, Alta Floresta, Porto Jofre Também passei Por Várzea Grande, Rondonópolis, Em Barão de Melgaço Eu parei pra pernoitar No Mato Grosso do Sul Tem Três Lagoas, Campo Grande,	Folk
272	Nesse mato grosso Desde os tempos de menino Quando eu comecei a percorrer Os seus caminhos E desse chão eu fiz o meu lugar Nos meus sonhos quis plantar E a colheita há de vir Como as cachoeiras Dos seus rios cristalinos	Folk
273	C F Vou nas asas dessa manhã C F E bons tempos me levarão F C Para Goiás, Minas Gerais e Maranhão F Vai, como quem pra guerra vai C F Que depois eu vou com você C F C F C Vai, pra além daqui, além dali, além de nós F Êta destino mais atrevido Seguir em seguir, seguindo C Por aí feito um cigano F Eu aprendi a ver esse mundo Com meu olhar mais profundo C Que é o olhar mais vagabundo Em F F G Eu ando pelas estradas F A C Quem sabe a gente já se viu Bb C E F G C Por aí, um dia	Folk
274	Mochileira deite comigo essa noite E conte aquela boa velha história De como as noites são claras em Machu Pichu E os dias dourados na Califórnia Moça eu não vou precisar ler na sua mão Pra saber que você não vai voltar Pra vida maluca das pessoas Do mundo Das formigas tentando se esconder da chuva Dance mochileira que eu toco a guitarra Pedro saiu numa barca pro Nepal Vera estava em Amsterdã Porque não tentar algo mais divertido que casar com executivos E acabar achando excitante A reunião semanal da confraria dos amantes Das delícias da boa velha	Folk
275	Cavaleiro imaginário Cruzo as quatro direções Meu campeio é solitário Vou domando as emoções Que eu já plantei Dentro do peito Mas me sufocam Quando eu me deito E assim nem sei Se vai ter jeito Prisioneiro temporário De castelos e dragões Rasbiquei no meu diário A mais triste das canções Jurei amor perfeito Mas nem sabia Tirar proveito E eu já cansei De andar direito Selei meu rusilho Saí na batalha Faísca e rastilho O meu fogo se espalha Sou rei de quadrilha	Folk
276	Uma morena eu vi De olhos lindos cor do céu Ao sair de uma capela Na mão trazia um lindo véu Era negra e era bela Tinha um corpo de endoidecer Eu fiquei apaixonado Sem sequer a conhecer Fui pro rancho muito triste Na morena eu pensava E então pelo caminho Uma canção improvisava Morena, minha morena Teu olhar é que me mata Só por ti, minha morena Vivo triste aqui na mata Vivo triste, abandonado Sem carinho, sem amor Meu coração já não bate Por sofrer tamanha dor Nada tenho neste mundo A não ser onde morar Tenho meu ranchinho velho Que pra dois há de chegar O presente que eu te dou	Folk
277	Meu coração tá pisado como a flor que murcha e cai Pisado pelo desprezo De um amor quando desfaz Deixando triste a lembrança Adeus para nunca mais Moreninha linda do meu bem querer É triste a saudade longe de você O amor nasce sozinho não é preciso plantar O amor nasce no	Folk
278	Tava aqui pensando eu Com a minha violinha Se vida é bem melhor Se levar sozinha Do amor eu não entendo Não é coisa minha Tava aqui pensando eu Com a minha meninice Esse disse que me disse Não nos faz feliz Tudo isso é muito triste Não fui	Folk
279	Vinha andando pela estrada, sozinho de pé no chão A cada passo que eu dava, tristeza e solidão Meus pensamentos perdidos, nos anos que já vivi Tudo o que passei, tudo o que já sofri E os pés no pó da estrada, deixavam no meu caminho A esperança apagada, neste caminhar sozinho O sol que iluminava, logo ia se deitar E procurei um cantinho pra poder me alojar A noite chegou sem lua e de estrelas o céu qualhou Lembrei de quem mora na rua, mas por fim o sono chegou Sonhei que encontrei um tesouro Sem preço pra ninguém comprar, algo puro e eterno Paz e luz no meu caminhar No sonho eu caminhava, quando do nada surgiu Um amigo muito alegre que me falou e sorriu Por que sofres companheiro? Por que te deixas abalar? se na vida tudo é beleza É só aprender a amar O que te parece hoje só tristeza e solidão com certeza Serão luzes que alegram o coração Pois tens ainda tesouros que deus te deu ao nascer Te deu vida e encanto, te deu força E acalanto que são o ouro do	Folk
280	Na Estrada Do Sonho Agarrei minha mochila Minha viola caipira Carreguei comigo pra espantar a dor Embarquei num carrosel Um valente menestrel Misto de poeta e desbravador Em busca de um paraíso Onde não fosse preciso Matar ou morrer para sobreviver Onde criança não passace fome Onde o homem não matasse o homem Eu caminhava para um lugar que nem sei dizer A viagem eu segui Eu cantava eu sorria A felicidade me acompanhou Com amor e	Folk
281	Calendário tá dizendo Chegou-se o mês de junho E chegou São João Doidão Calendário tá dizendo Chegou-se o mês de junho E chegou São João Doidão Vai, vai ter festa na rua Vai ter traque de véia Na subida do balão Seu Zé Mário é um festeiro Chamou os violeiros Principiando o arrasta-pé Sanfoneiro puxa o fole Nós aqui puxemos um gol De fazer bem busca-pé Acenderam a fogueira A quadrilha pegou fogo Mal a lenha virou brasa Uma morena abriu seu jogo Pras beatas fofoqueira Esta moça é janeleira E não	Folk
282	No Braço Da Viola Trabalhar eu não trabalho Sem dinheiro eu não fico Dou meus pulo por ai Vou juntando os tico-tico Nasci pra ser violeiro Levo a vida de rico Cantando e fazendo modas Não dou bola pra fuchico Se não fosse a viola Eu já tinha abrido o bico Antes não ganhava nada Só vivia trabalhando É no braço da viola Que eu vivo faturando Eu larguei mão de ser trouxa E fazer cama pra malandro Eu já fiz tudo na vida Mas a sorte fracassou Trabalhei de empregado Meu patrão não me pagou eu fui trabalhar na roça Mas São Pedro castigou O que sobrou na	Folk
283	No quintal lá de casa Passava um pequeno rio Que descia lá da serra Ligeiro escorregadio A agua era cristalina Que dava pra ver o chão Ia cortando a floresta Na direção do sertão Lembrança ainda me resta Guardada no coração... E tudo era azul celeste Brasileiro cor de anil Nem bem começava o ano Já era final de Abril O vento pastoreando Aquelas nuvens no céu... Fazia o mundo girar	Folk
284	Senhora dona da casa, bandeira passou Todo ano ela passa, cantando em louvor Porque sempre ela chega e sempre chegou No dia da graça e do nosso senhor A bandeira chegou, chegou, chegou São as cores das fitas, são os cantadores Viola ponteia os nossos louvores O povo da roça chegou, chegou E hoje é dia de reis, dia de reis, dia de reis Um dia da graça outro é do pecador E o perdão é o menino, o menino chegou Para ser nosso rei, nosso redentor Repiquem os sinos, cantemos o hino O menino chegou, chegou, chegou Divino espírito santo,	Folk
285	O carrapicho e a pimenta São sabores são sistemas São tradições despencando É o fantasma ameaçando São novos tempos Sinhá São novos tempos Sinhá Pisei em Rio Brilhante Inté chegar em Dourados Gole ceco, fumo grosso Maracaju,	Folk
286	Venha depressa seja quem for Hoje é seu dia, o mascate chegou Venha, senhora; venha, doutor Mas que não faltem as mocinhas em flor Traga os vestidos de pura chita Rendas, babados e fitas de cor Raros perfumes vindo da França E as belas sedas	Folk
287	Eu hoje acordei pensando Num sonho que eu tive a noite, Sentei-me na cama para pensar No sonho que eu tive No sonho que eu tive No sonho que eu tive Fiquei tanto tempo pensando Em tudo que estive sonhando Que por um momento Pensei ser verdade O sonho que eu tive O sonho que eu tive Sonhei que entrei No quintal do vizinho E plantei uma flor No dia seguinte Ele estava sorrindo, Dizendo que A primavera chegou E quando eu abri	Folk
288	Ceca o gigante do mundo penado Vaga tangido Bradas gemidos Sai derradeiro vivente a voar Cordilheiras passadas na vida Vai e cai e cansa distante Neste	Folk
289	Por mais que tente Não entendo Todo mundo enlouquecendo Quem é que está com a razão E tanta gente ainda lendo Velho e novo testamento Sem compreender a lição Verdade é voz que vem de dentro E mata a sede dos sedentos O pior entre os meus sentimentos De mim foi levado enfim pelo	Folk
290	Quando o sol já corre a se esconder E a noite já se faz sentir Aparecem os velhos temores Coração precisa resistir Não se mata a sede de viver O futuro nunca vai ter fim Nem que seja o sonho dos poetas Tudo aquilo que restou pra mim E que me conduz De repente vem uma canção qualquer Logo nos seduz E a verdade que ninguém podia ver Surge a olhos nus Mas nem tudo é como a gente quer Esse mundo	Folk
291	"Tem relógio hoje em dia Que já nem faz ""tic-tac"" Tem viola que afina E outras são meio ""Mandrake"" Violeiros tem dos bão Mas também tem uns de ""Arake"" Muita gente dá lição Com cultura de almanaque Eu não vou lavar as mãos Que nem fez Pôncio Pilatis Já cantei até no hospício Prá levar a minha arte Entre mil Napoleões Fui eleito Bonaparte Ciúme dessa menina Pirulito que bate-bate Quem gosta de mim é ela Quem gosta dela é a SWAT Os beijo dessa menina Arde mais que Merthiolate O Brasil"	Folk
292	Foi no belo mato grosso a vinte anos atrás Naqueles tempos queridos que não voltam nunca mais Nas matas onde eu caçava um pequeno arbusto achei Levando pra minha casa no meu quintal eu plantei Era um belo pé de cedro pequenino em formação Sepultei suas raízes na terra fofa do chão Um dia eu parti pra longe amei e também sofri Vinte anos se passaram em que distante eu vivi DECLAMADO Pedi pra virgem maria uma prece bem sentida Zelai pelo pé de cedro que um dia eu plantei na vida Quem sabe quando for tarde e alguem	Folk
293	Diga você me conhece eu já fui boiadeiro Conheço essas trilhas, quilometro, milhas Que vem e que vão Pelo alto sertão Que agora se chama não mais de sertão Mais de terra vendida, civilização Ventos que arrombam janelas E arrancam porteiras Espora de prata riscando as fronteiras Selei meu cavalo, matula no fardo Andando ligeiro um abraço apertado E um suspiro dobrado não tem mais sertão Os caminhos mudam com o tempo Só o tempo muda um coração Segue seu destino boiadeiro Que a boiada foi no caminhão A fogueira a noite Redes no galpão O paieiro, a moda O Mate, a prosa, a saga,a sina,o causo e onça Tem mais não	Folk
294	Pirilampo vagalume cadê luz pro meu cantar Tanta coisa acontece que carece matutar Pirilampo boiadeiro tange o gado sem saber Que o gado é quem o leva quem é boi não tem querer Vagalume na batéia no garimpo a rolar Oh peneira roda roda me ajuda a encontrar A pepita que permita dessa lida eu repousar È debaixo	Folk
295	O Sol se foi sem pressa Deixou o céu quase sem luz Até que veio outra estrela Brincar com os meus olhos nus Não soube a resposta certa Assim solidão me	Folk
